,MSZoning,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition_1,Condition_2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior_1st,Exterior_2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType_1,BsmtFinType_2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,YearSinceRemod,TotBathrooms
1181,RM,5587,No_Alley,3,HLS,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,PConc,Gd,GLQ,Unf,1600,GasA,Ex,Y,SBrkr,1652,2,1,5,1,Attchd,4,2,3,162,53,0,153,0,0,No_Fence,None,11,2008,New,Partial,392500,0,3.5
1183,RL,10800,Grvl,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,Hip,CompShg,Stucco,Stucco,None,0.0,BrkTil,No,Rec,Unf,1120,GasA,Ex,Y,SBrkr,1130,2,1,5,1,Detchd,2,2,3,229,0,0,0,0,0,No_Fence,None,6,2006,WD,Normal,120000,56,2.0
1184,RL,35133,No_Alley,4,Lvl,Inside,2,Timber,Norm,Norm,1Fam,1Story,5,4,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,CBlock,Gd,Rec,Unf,1572,GasA,Gd,Y,SBrkr,1572,3,1,5,2,2Types,3,3,3,0,263,0,0,263,0,No_Fence,None,5,2007,WD,Normal,186700,44,2.5
1185,RL,9738,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,Gable,CompShg,AsbShng,AsbShng,None,0.0,BrkTil,No,BLQ,Unf,784,GasA,Gd,Y,SBrkr,1221,4,1,7,0,Attchd,2,1,3,0,0,236,0,0,0,No_Fence,None,3,2006,WD,Normal,104900,56,2.0
1186,RL,10615,No_Alley,3,Bnk,Corner,2,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,Mn,BLQ,Unf,978,GasA,TA,Y,SBrkr,1699,3,2,7,0,CarPort,2,2,3,0,74,0,0,0,0,No_Fence,None,8,2009,WD,Abnorml,95000,39,3.0
1187,RL,12461,No_Alley,4,Lvl,Corner,1,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,Gable,CompShg,ImStucc,ImStucc,None,0.0,PConc,No,GLQ,Unf,1624,GasA,Ex,Y,SBrkr,1624,2,1,5,1,Attchd,3,3,3,0,114,192,0,0,0,GdPrv,None,7,2006,WD,Normal,262000,11,3.0
1188,RL,8935,No_Alley,3,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,PConc,No,Unf,Unf,831,GasA,Ex,Y,SBrkr,1660,3,1,7,0,Attchd,3,2,3,144,68,0,0,0,0,No_Fence,None,7,2009,WD,Normal,195000,7,2.5
1189,RL,7500,No_Alley,4,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,994,GasA,Gd,Y,SBrkr,1804,3,1,7,1,Attchd,4,2,3,140,60,0,0,0,0,No_Fence,None,6,2010,WD,Normal,189000,11,2.5
1190,RL,32463,No_Alley,4,Low,Inside,2,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,CBlock,Av,BLQ,Unf,1249,GasA,Ex,Y,SBrkr,1622,3,1,7,1,2Types,4,4,3,439,0,0,0,0,0,No_Fence,None,3,2007,WD,Normal,168000,32,2.0
1191,FV,2645,Pave,4,Lvl,Inside,1,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,PConc,No,Unf,Unf,776,GasA,Ex,Y,SBrkr,1441,2,1,5,0,Detchd,2,2,3,206,0,0,0,0,0,No_Fence,None,11,2007,WD,Normal,174000,7,2.5
1192,RM,9600,Grvl,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,PConc,Mn,Unf,Unf,702,GasA,Gd,Y,SBrkr,1472,3,1,6,0,Detchd,2,1,2,0,0,84,0,0,0,GdWo,None,7,2007,WD,Normal,125000,13,1.0
1193,RM,4500,No_Alley,4,Lvl,FR2,1,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,PConc,No,GLQ,Unf,1224,GasA,Ex,Y,SBrkr,1224,2,1,5,0,Attchd,4,2,3,0,304,0,0,0,0,No_Fence,None,6,2009,WD,Normal,165000,10,3.0
1194,RL,9364,No_Alley,4,Lvl,Corner,1,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,CBlock,No,ALQ,Unf,663,GasA,TA,Y,SBrkr,1352,4,1,7,0,Attchd,4,1,3,379,36,0,0,0,0,MnPrv,None,3,2010,WD,Normal,158000,41,1.5
1195,RL,8029,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,728,GasA,Ex,Y,SBrkr,1456,3,1,8,0,Attchd,4,2,3,100,24,0,0,0,0,No_Fence,None,7,2008,WD,Normal,176000,3,2.5
1196,RL,14054,No_Alley,3,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,879,GasA,Ex,Y,SBrkr,1863,4,1,9,1,BuiltIn,4,3,3,100,17,0,0,0,0,No_Fence,None,11,2006,New,Partial,219210,0,2.5
1197,RM,8850,No_Alley,3,Bnk,Corner,1,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,Unf,Unf,815,GasA,Ex,Y,SBrkr,1690,3,1,7,1,Detchd,2,1,3,0,0,330,0,0,0,No_Fence,None,7,2006,ConLw,Normal,144000,56,1.0
1198,RL,9100,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,1212,GasA,Ex,Y,SBrkr,1212,3,1,6,0,Attchd,3,2,3,356,0,0,0,0,0,No_Fence,None,6,2009,WD,Normal,178000,8,2.0
1199,RL,11235,No_Alley,4,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,CBlock,No,Rec,Unf,1051,GasA,Gd,Y,SBrkr,1382,3,1,6,1,Attchd,2,2,3,0,82,0,0,0,0,No_Fence,None,10,2006,WD,Normal,148000,27,1.5
1200,RL,9353,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Unf,Unf,864,GasA,Gd,Y,SBrkr,864,3,1,5,0,Attchd,2,1,3,0,0,0,0,0,0,No_Fence,Shed,7,2006,Oth,Abnorml,116050,36,1.0
1201,RL,10400,No_Alley,4,Lvl,Corner,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,Unf,Unf,866,GasA,Ex,Y,SBrkr,1779,3,1,6,0,Attchd,3,2,3,198,36,0,0,0,0,No_Fence,None,3,2009,WD,Normal,197900,11,2.5
1202,RM,6000,No_Alley,4,Lvl,Corner,1,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,Unf,Unf,884,GasA,Ex,Y,SBrkr,1348,3,1,5,1,Detchd,2,1,1,0,0,208,0,0,0,No_Fence,None,5,2009,WD,Normal,117000,12,2.0
1203,RL,9750,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,PConc,No,Unf,Unf,1630,GasA,Ex,Y,SBrkr,1630,3,1,6,1,Attchd,2,2,3,74,234,0,0,0,0,No_Fence,None,10,2009,WD,Normal,213000,8,2.0
1204,RL,10140,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,ALQ,Unf,1056,GasA,Ex,Y,SBrkr,1074,3,1,6,0,Attchd,3,2,3,0,88,0,0,0,0,MnPrv,None,7,2006,WD,Normal,153500,31,2.5
1205,RL,14684,No_Alley,3,Lvl,CulDSac,1,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,CBlock,Mn,ALQ,BLQ,2158,GasA,Gd,Y,SBrkr,2196,3,1,7,1,Attchd,3,3,3,84,70,0,0,0,0,No_Fence,None,6,2009,WD,Normal,271900,18,2.0
1206,RH,8900,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,Rec,Unf,1056,GasA,TA,Y,SBrkr,1056,2,1,5,0,Detchd,2,1,3,0,42,0,0,0,0,MnPrv,None,11,2006,WD,Normal,107000,40,2.0
1207,RL,9135,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,PConc,Av,GLQ,Unf,1682,GasA,Ex,Y,SBrkr,1700,3,1,7,0,Attchd,3,2,3,192,23,0,0,0,0,No_Fence,None,5,2006,WD,Normal,200000,3,3.0
1208,RL,7763,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Rec,BLQ,931,GasA,TA,Y,SBrkr,1283,3,1,6,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,10,2008,WD,Normal,140000,28,2.0
1209,RL,10182,No_Alley,3,Lvl,CulDSac,1,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,PConc,Mn,GLQ,Unf,1660,GasA,Ex,Y,SBrkr,1660,3,1,8,1,Attchd,3,2,3,322,50,0,0,0,0,No_Fence,None,5,2006,New,Partial,290000,0,3.0
1210,RL,11218,No_Alley,4,Lvl,Inside,1,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,No,Unf,Unf,1055,GasA,Ex,Y,SBrkr,1845,3,1,8,1,Attchd,3,2,3,635,104,0,0,0,0,GdPrv,Shed,5,2010,WD,Normal,189000,18,2.5
1211,RL,12134,No_Alley,3,Bnk,Inside,2,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Wood,Av,GLQ,Unf,559,GasA,Gd,Y,SBrkr,1752,4,1,8,0,Basment,3,2,3,325,12,0,0,0,0,No_Fence,None,6,2010,WD,Normal,164000,5,2.0
1212,RL,9340,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,Rec,Unf,672,GasA,TA,Y,SBrkr,672,2,1,4,0,Attchd,2,1,1,0,113,0,0,0,0,No_Fence,None,8,2009,WD,Normal,113000,59,2.0
1213,RL,10246,No_Alley,3,Lvl,CulDSac,1,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,Av,GLQ,Unf,648,GasA,Ex,Y,SBrkr,960,0,1,3,0,Attchd,2,1,3,88,0,0,0,0,0,No_Fence,None,5,2006,WD,Normal,145000,5,1.5
1214,RL,10205,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Av,BLQ,Unf,925,GasA,TA,Y,SBrkr,999,3,1,6,0,Attchd,2,1,3,150,72,0,0,0,0,No_Fence,None,5,2006,WD,Normal,134500,44,2.0
1215,RL,7094,No_Alley,3,Lvl,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,Rec,LwQ,894,GasA,TA,Y,SBrkr,894,3,1,5,0,Detchd,3,1,3,0,0,0,0,0,0,MnPrv,None,5,2007,WD,Normal,125000,41,1.0
1216,RM,8930,No_Alley,4,Lvl,Inside,1,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,TA,Y,SBrkr,1902,4,2,8,0,Attchd,2,2,3,0,0,0,0,0,0,No_Fence,None,4,2010,WD,Normal,112000,32,2.0
1217,FV,8640,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,PConc,Mn,GLQ,Unf,1300,GasA,Ex,Y,SBrkr,1314,3,1,6,0,Attchd,3,2,3,135,112,0,0,0,0,No_Fence,None,9,2009,New,Partial,229456,0,3.0
1218,RM,6240,No_Alley,4,Lvl,Inside,1,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,Gable,CompShg,AsbShng,AsbShng,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,Gd,N,SBrkr,912,2,1,3,0,No_Garage,1,0,1,0,0,0,0,0,0,No_Fence,None,7,2006,WD,Normal,80500,56,1.0
1219,RM,1680,No_Alley,4,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,CBlock,No,Unf,Unf,672,GasA,TA,Y,SBrkr,1218,3,1,7,0,No_Garage,1,0,1,201,0,0,0,0,0,No_Fence,None,4,2006,WD,Abnorml,91500,35,1.5
1220,RL,7800,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,Rec,LwQ,912,GasA,TA,Y,SBrkr,912,2,1,5,0,Attchd,2,1,3,0,0,0,0,0,0,No_Fence,None,11,2006,WD,Abnorml,115000,42,1.0
1221,RL,8250,No_Alley,4,Lvl,Inside,1,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,BLQ,LwQ,952,GasA,Ex,Y,SBrkr,1211,3,1,5,1,Attchd,2,1,3,0,63,0,0,0,0,No_Fence,None,8,2008,WD,Normal,134000,40,1.0
1222,RL,10496,No_Alley,4,Lvl,Inside,1,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,CBlock,Mn,Rec,Unf,1040,GasA,Ex,Y,SBrkr,1846,3,1,7,1,Attchd,2,1,3,0,0,0,0,0,0,GdWo,None,1,2007,WD,Normal,143000,57,2.0
1223,RL,10680,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,CBlock,No,LwQ,Unf,2136,GasA,TA,N,FuseA,2136,4,1,7,0,Detchd,2,2,3,0,30,0,0,0,0,MnPrv,None,10,2006,WD,Normal,137900,55,2.0
1224,RL,15384,No_Alley,3,Lvl,Inside,1,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Av,GLQ,Unf,788,GasA,Ex,Y,SBrkr,1490,3,1,8,1,Attchd,4,2,3,100,75,0,0,0,0,No_Fence,None,2,2008,WD,Normal,184000,3,3.5
1225,RL,10482,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,CBlock,Av,GLQ,Unf,588,GasA,Ex,Y,SBrkr,1138,3,1,6,0,Attchd,3,1,3,224,0,0,0,0,0,MnWw,None,6,2007,WD,Normal,145000,49,1.5
1226,RL,14598,No_Alley,3,Lvl,CulDSac,1,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,PConc,Mn,Unf,Unf,894,GasA,Ex,Y,SBrkr,1933,4,1,9,1,BuiltIn,4,3,3,100,18,0,0,0,0,No_Fence,None,1,2008,WD,Normal,214000,1,2.5
1227,RL,8872,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,CBlock,No,ALQ,Unf,912,GasA,Ex,Y,SBrkr,912,2,1,5,0,Detchd,2,2,3,0,240,0,0,0,0,No_Fence,None,12,2008,WD,Normal,147000,0,2.0
1228,RL,8769,No_Alley,4,Lvl,Corner,1,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,PConc,No,GLQ,Unf,1702,GasA,Ex,Y,SBrkr,1702,1,1,7,1,Attchd,4,3,3,0,72,0,0,224,0,No_Fence,None,10,2008,New,Partial,367294,0,2.5
1229,RL,7910,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,Hip,CompShg,BrkFace,HdBoard,None,0.0,CBlock,No,ALQ,Unf,1075,GasA,Gd,Y,SBrkr,1507,4,1,7,0,Basment,2,1,3,0,0,0,0,0,0,GdWo,None,8,2008,WD,Normal,127000,48,2.0
1230,RL,18890,No_Alley,3,Lvl,Inside,1,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,Shed,CompShg,Plywood,Plywood,None,1.0,CBlock,No,GLQ,Rec,1361,GasA,Ex,Y,SBrkr,2620,4,2,12,1,BuiltIn,3,2,1,155,24,145,0,0,0,No_Fence,Gar2,8,2007,WD,Normal,190000,30,3.0
1231,RL,7728,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,CBlock,Av,ALQ,Unf,1106,GasA,TA,Y,SBrkr,1190,3,1,6,0,Attchd,2,2,3,0,18,0,0,0,0,GdWo,None,5,2006,WD,Normal,132500,44,2.0
1232,RL,9842,No_Alley,4,Lvl,FR2,1,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,Slab,No_basement,No_basement,No_basement,0,GasA,TA,Y,SBrkr,1224,2,2,6,0,CarPort,2,2,3,0,0,0,0,0,0,No_Fence,None,3,2007,WD,Normal,101800,45,2.0
1233,RL,12160,No_Alley,3,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,CBlock,No,Rec,Unf,1188,GasA,Fa,Y,SBrkr,1188,3,1,6,0,Attchd,3,2,3,0,0,0,0,0,0,MnPrv,None,5,2010,COD,Abnorml,142000,51,2.0
1234,RH,8525,No_Alley,4,Bnk,Inside,1,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,Av,Unf,Unf,940,GasA,TA,N,FuseA,1964,4,1,7,0,No_Garage,1,0,1,0,192,0,0,0,0,No_Fence,None,11,2008,WD,Abnorml,130000,58,1.5
1235,RL,13132,No_Alley,4,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,Mn,Unf,Unf,747,GasA,Gd,Y,FuseF,1784,4,1,9,0,Detchd,2,1,1,203,40,0,0,0,0,No_Fence,None,7,2006,WD,Normal,138887,56,1.5
1236,RL,2628,No_Alley,4,Lvl,Inside,1,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,PConc,No,Unf,Unf,764,GasA,Ex,Y,SBrkr,1626,2,1,6,0,BuiltIn,3,2,3,0,27,0,0,0,0,No_Fence,None,6,2010,WD,Normal,175500,7,2.5
1237,RL,12393,No_Alley,2,Lvl,FR2,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,847,GasA,Ex,Y,SBrkr,1948,4,1,8,1,BuiltIn,4,2,3,100,48,0,0,0,0,No_Fence,None,9,2006,WD,Normal,195000,1,2.5
1238,RL,13072,No_Alley,4,Lvl,Inside,1,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,1141,GasA,Ex,Y,SBrkr,1141,3,1,6,0,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,3,2006,WD,Abnorml,142500,1,1.5
1239,RL,9037,No_Alley,3,HLS,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,PConc,Av,GLQ,Unf,1476,GasA,Ex,Y,SBrkr,1484,2,1,6,1,Attchd,3,2,3,120,33,0,0,0,0,No_Fence,None,12,2007,WD,Normal,265900,1,2.0
1240,RL,8158,No_Alley,4,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,PConc,No,GLQ,Unf,884,GasA,Ex,Y,SBrkr,1768,3,1,8,0,Attchd,3,2,3,0,63,0,0,0,0,No_Fence,None,7,2008,WD,Normal,224900,5,3.5
1241,RL,9849,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,PConc,Av,Unf,Unf,1689,GasA,Ex,Y,SBrkr,1689,3,1,7,0,Attchd,3,3,3,0,56,0,0,0,0,No_Fence,None,6,2007,New,Partial,248328,0,2.0
1242,RL,10625,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,CBlock,Gd,GLQ,LwQ,1053,GasA,TA,Y,SBrkr,1173,3,1,6,2,Attchd,3,2,3,0,120,0,0,0,0,MnPrv,None,1,2010,WD,Family,170000,36,3.0
1243,RL,13891,No_Alley,4,Lvl,Inside,1,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,Gd,GLQ,Unf,2076,GasA,Ex,Y,SBrkr,2076,2,1,7,1,Attchd,4,3,3,216,229,0,0,0,0,No_Fence,None,9,2006,New,Partial,465000,0,3.5
1244,RL,11435,No_Alley,3,HLS,Corner,2,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,Gable,CompShg,BrkFace,Stucco,None,0.0,PConc,No,Unf,Unf,792,GasA,Fa,Y,SBrkr,1517,3,1,7,2,Detchd,2,2,3,0,0,0,0,0,0,No_Fence,None,6,2006,WD,Normal,230000,56,1.0
1245,RL,12090,No_Alley,4,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,CBlock,No,Unf,Unf,585,GasA,Ex,Y,SBrkr,1868,3,1,7,1,BuiltIn,4,2,3,268,112,0,0,147,0,No_Fence,None,1,2007,WD,Abnorml,178000,4,3.5
1246,FV,8125,No_Alley,4,Lvl,Inside,1,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,Unf,Unf,756,GasA,Ex,Y,SBrkr,1553,3,1,6,0,Attchd,3,2,3,0,45,0,0,0,0,No_Fence,None,3,2006,New,Partial,186500,0,2.5
1247,RL,12328,No_Alley,3,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,CBlock,Av,GLQ,Unf,1012,GasA,TA,Y,SBrkr,1034,3,1,6,0,Attchd,2,3,3,0,0,0,0,0,0,No_Fence,None,5,2010,WD,Normal,169900,34,2.0
1248,RM,9600,Grvl,4,Lvl,Inside,1,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,Gable,CompShg,AsbShng,AsbShng,None,0.0,BrkTil,No,Rec,Unf,735,OthW,Fa,N,SBrkr,2058,3,1,8,1,Detchd,2,2,2,0,0,259,0,0,0,No_Fence,None,4,2008,WD,Normal,129500,58,1.5
1249,RL,7200,No_Alley,4,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,BLQ,Rec,876,GasA,TA,Y,SBrkr,988,3,1,6,0,Attchd,2,1,3,0,80,0,0,0,0,No_Fence,None,5,2007,WD,Normal,119000,57,1.0
1250,RL,11160,No_Alley,4,Lvl,Corner,1,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,ALQ,Unf,2110,GasA,Ex,Y,SBrkr,2110,3,1,8,2,Attchd,4,2,3,0,0,0,0,0,0,No_Fence,None,4,2010,WD,Normal,244000,42,3.5
1251,RL,3136,No_Alley,3,Lvl,Corner,1,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,PConc,No,Unf,Unf,1405,GasA,Ex,Y,SBrkr,1405,2,1,6,1,Attchd,3,2,3,148,36,0,0,0,0,No_Fence,None,3,2006,WD,Normal,171750,3,2.0
1252,RL,9858,No_Alley,4,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,BLQ,Unf,864,GasA,TA,Y,SBrkr,874,3,1,5,0,Attchd,3,1,3,33,0,0,0,0,0,GdWo,Shed,11,2009,WD,Normal,130000,41,2.0
1253,RL,17542,No_Alley,3,Lvl,Inside,1,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,Gd,LwQ,ALQ,1192,GasA,TA,Y,SBrkr,2167,3,1,9,2,Attchd,3,2,3,220,47,0,0,0,0,MnPrv,None,7,2007,WD,Normal,294000,4,3.5
1254,RL,6931,No_Alley,4,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,PConc,No,Unf,Unf,746,GasA,Ex,Y,SBrkr,1656,3,1,7,1,BuiltIn,4,2,3,178,128,0,0,0,0,No_Fence,None,7,2008,WD,Normal,165400,4,2.5
